periodo_bisemanal,lugar,lugarId,longitude_lugar,latitude_lugar,contratos_novos,tipo_moto
2025-11-W24,Mottu Divinópolis,174,-44.887042,-20.1475955,2,Semi-nova
2025-09-W19,Mottu Maricá,332,-42.9612723,-22.9015342,5,Nova
2025-09-W19,Mottu Divinópolis,174,-44.887042,-20.1475955,1,Usada
2026-01-W02,Mottu Nossa Senhora do Socorro - DS Motos,361,-37.0586032,-10.8563119,1,Nova
2026-01-W02,Mottu Jaboatão dos Guararapes,554,-34.923914,-8.2183864,1,Usada
2026-01-W02,Mottu Paranaguá,557,-48.5163377,-25.5267138,2,Semi-nova
2025-11-W24,Mottu Vitória,405,-40.3129523,-20.3089927,2,Nova
2026-01-W01,Mottu Gurupi,269,-49.0704712,-11.7229061,2,Nova
2025-12-W25,Mottu Cambé,226,-51.2817062,-23.2752394,1,Nova
2026-03-W06,Mottu Ponta Grossa,319,-50.1975012,-25.0909745,3,Nova
2026-03-W06,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,2,Usada
2026-03-W06,Mottu Presidente Prudente,252,-51.3895305,-22.1344451,1,Usada
2025-10-W22,Mottu Lins,242,-49.7561138,-21.6728681,1,Nova
2025-11-W24,Mottu Jequié,271,-40.0720649,-13.8539274,1,Usada
2025-07-W16,Mottu Teixeira de Freitas,284,-39.7213338,-17.5363953,9,Nova
2025-07-W16,Mottu Cancún,107,-86.8215294,21.1768542,1,Usada
2026-01-W01,Mottu Pelotas,203,-52.3373271,-31.7742644,1,Usada
2025-03-W06,Mottu Divinópolis,174,-44.887042,-20.1475955,1,Usada
2025-08-W16,Mottu Alagoinhas,110,-38.4132317,-12.1514227,2,Semi-nova
2026-02-W03,Mottu Sepetiba,388,-43.6946549,-22.9850078,6,Nova
2025-11-W22,Mottu Foz do Iguaçu,511,-54.585867,-25.5156118,1,Nova
2025-12-W26,Mottu Marília,536,-49.9530603,-22.221077,1,Semi-nova
2026-02-W03,Mottu Pelotas,203,-52.3373271,-31.7742644,1,Usada
2026-02-W04,Mottu Santa Cruz do Sul,516,-52.43603330000001,-29.7204444,1,Semi-nova
2025-11-W24,Mottu Igarassu,322,-34.906269,-7.869675999999999,2,Nova
2025-11-W24,Mottu Santa Bárbara - Bizelli Motos,182,-47.3807488,-22.7520308,1,Semi-nova
2024-06-W12,Mottu Caxias,366,-43.3561852,-4.8565282,1,Usada
2025-11-W22,Mottu Juiz de Fora,95,-43.3359161,-21.7691398,2,Usada
2025-11-W23,Mottu Itu,98,-47.3089725,-23.2722455,1,Nova
2025-11-W23,Mottu Poços de Caldas - VMA Motos,298,-46.5944892,-21.7826867,1,Nova
2025-11-W23,Mottu Edomex Coacalco,499,-99.07681559999999,19.6330446,25,Nova
2025-08-W16,Mottu Itajaí,111,-48.6820452,-26.9133451,30,Nova
2025-09-W20,Mottu Sobral,74,-40.34562064729332,-3.6994555083990392,19,Nova
2025-07-W14,Mottu Itapipoca,357,-39.5764819,-3.4974159,13,Nova
2025-07-W14,Mottu Guaratinguetá,276,-45.1847258,-22.7907975,14,Nova
2025-08-W16,Mottu Blumenau,356,-49.08405880000001,-26.8920532,19,Nova
2025-08-W16,Mottu Viamão,451,-51.0336219,-30.0830061,1,Nova
2025-07-W15,Mottu Valparaíso,310,-47.985497,-16.060733,12,Nova
2025-07-W15,Mottu Pelotas,203,-52.3373271,-31.7742644,14,Nova
2025-07-W14,Mottu Araçatuba,109,-50.4516739,-21.227716,6,Semi-nova
2026-01-W02,Mottu Barueri,406,-46.88737090000001,-23.5376217,5,Nova
2026-01-W02,Mottu Abreu e Lima,328,-34.9024441,-7.9076754,13,Semi-nova
2026-01-W02,Mottu Navegantes,288,-48.6483847,-26.9015728,5,Nova
2025-10-W22,Mottu Ananindeua,122,-48.3808784,-1.3471502,38,Nova
2025-10-W22,Mottu Cabo de Santo Agostinho,330,-35.0246031,-8.2865248,6,Nova
2026-03-W05,Mottu Duque de Caxias,469,-43.3044152,-22.7915257,54,Nova
2026-03-W05,Mottu Camaçari,173,-38.3265349,-12.7028234,37,Nova
2026-03-W05,Mottu Indaiatuba,99,-47.2252296,-23.1199119,2,Nova
2026-03-W05,Mottu Santo André - BM Motos,176,-46.5268879,-23.6619543,2,Usada
2025-06-W13,Mottu Magé,317,-43.1860756,-22.6069978,30,Nova
2025-06-W13,Mottu Vitória de Santo Antão,250,-35.304595,-8.117414300000002,9,Nova
2025-05-W11,Mottu Sobral,74,-40.34562064729332,-3.6994555083990392,13,Nova
2025-04-W08,Mottu Votorantim,204,-47.4394575,-23.5286555,2,Nova
2025-10-W20,Mottu Maracanaú,180,-38.5836855,-3.8404468,7,Semi-nova
2025-10-W20,Mottu Itapira,412,-46.8197923,-22.4278774,3,Nova
2025-10-W21,Mottu Ilhéus,304,-39.0310408,-14.8334235,3,Nova
2025-10-W21,Mottu Petrolina,309,-40.5028377,-9.383327,3,Semi-nova
2026-01-W03,Mottu Itajaí,111,-48.6820452,-26.9133451,2,Nova
2025-12-W25,Mottu Teixeira de Freitas,284,-39.7213338,-17.5363953,17,Nova
2025-12-W25,Mottu Los Reyes,413,-98.97132933139802,19.35118865932061,21,Semi-nova
2026-01-W01,Mottu Ananindeua,122,-48.3808784,-1.3471502,38,Usada
2026-01-W01,Mottu Camaçari,173,-38.3265349,-12.7028234,8,Semi-nova
2025-07-W14,Mottu Tailândia,318,-48.9501481458016,-2.95851336005437,9,Nova
2025-10-W22,Mottu Ipatinga,55,-42.55526374,-19.45593409,5,Nova
2025-10-W22,Mottu Barbacena,299,-43.735971,-21.2315675,1,Nova
2025-10-W22,Mottu Barretos,209,-48.5645751,-20.5408513,11,Nova
2025-10-W22,Mottu Duque de Caxias,469,-43.3044152,-22.7915257,4,Semi-nova
2026-02-W05,Mottu Bauru,175,-49.0480625,-22.335849,6,Nova
2026-02-W05,Mottu Araçatuba,109,-50.4516739,-21.227716,3,Semi-nova
2026-01-W02,Mottu Lagarto,462,-37.6611946,-10.9297232,5,Semi-nova
2026-02-W04,Mottu Ipojuca,267,-35.011411,-8.435336,9,Nova
2026-01-W02,Mottu Altos,530,-42.4579851,-5.0385877,1,Nova
2025-06-W12,Mottu Cabo de Santo Agostinho,330,-35.0246031,-8.2865248,2,Nova
2025-06-W12,Mottu Paranaguá - Donizete Motos,232,-48.5420907,-25.546194,5,Nova
2025-06-W12,Mottu Catalão,261,-47.9430554,-18.1725086,2,Nova
2025-08-W17,Mottu Jequié,271,-40.0720649,-13.8539274,11,Nova
2025-08-W17,Mottu Camaçari,173,-38.3265349,-12.7028234,44,Nova
2025-07-W13,Mottu Maracanaú,180,-38.5836855,-3.8404468,2,Usada
2025-12-W26,Mottu Itajaí,111,-48.6820452,-26.9133451,38,Nova
2025-12-W26,Mottu Ipojuca,267,-35.011411,-8.435336,3,Usada
2025-06-W13,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,11,Usada
2025-10-W20,Mottu Itapetininga,449,-48.0531441,-23.5924648,5,Nova
2025-10-W20,Mottu Santa Maria,455,-53.8158063,-29.7005973,1,Semi-nova
2025-12-W25,Mottu São João Del Rei,399,-44.2521419,-21.1276679,2,Nova
2025-12-W25,Mottu Nova Iguaçu - PEP Motos,377,-43.4376618,-22.7577747,10,Nova
2025-09-W19,Mottu Piçarreira,183,-42.7586426,-5.061992,20,Usada
2026-01-W01,Mottu Vitória,405,-40.3129523,-20.3089927,7,Nova
2026-01-W01,Mottu Abaetetuba,282,-48.8715347,-1.7253883,11,Nova
2026-01-W01,Mottu Bayeux,384,-34.9156504,-7.122825,3,Semi-nova
2026-01-W01,Mottu Ipojuca,267,-35.011411,-8.435336,1,Semi-nova
2026-03-W05,Mottu Vitória,405,-40.3129523,-20.3089927,1,Semi-nova
2026-03-W05,Mottu Carpina,336,-35.272642,-7.842325000000001,8,Semi-nova
2026-01-W03,Mottu Araras,160,-47.3660074,-22.3607698,1,Semi-nova
2026-01-W03,Mottu Petrolina,309,-40.5028377,-9.383327,1,Semi-nova
2026-01-W03,Mottu Pindamonhangaba,311,-45.4534763,-22.9309286,1,Semi-nova
2026-01-W03,Mottu Petrópolis,315,-43.1333199,-22.4193443,1,Nova
2026-01-W03,Mottu Paranaguá - Donizete Motos,232,-48.5420907,-25.546194,2,Nova
2025-12-W25,Mottu Bom Jesus,528,-44.3600377,-9.0694809,2,Nova
2025-10-W22,Mottu Ponta Grossa,319,-50.1975012,-25.0909745,1,Semi-nova
2025-10-W22,Mottu Lagarto,462,-37.6611946,-10.9297232,1,Semi-nova
2026-02-W03,Mottu Itapeva,425,-48.8811563,-23.9879268,4,Nova
2025-12-W24,Mottu Camaçari,173,-38.3265349,-12.7028234,17,Nova
2025-05-W10,Mottu Jaboticabal,275,-48.3188887,-21.2595909,2,Nova
2025-11-W23,Mottu Mogi Guaçu,277,-46.945204,-22.3600635,5,Nova
2025-08-W17,Mottu Andradas,445,-46.5760669,-22.0732261,11,Nova
2026-03-W05,Mottu Araras,160,-47.3660074,-22.3607698,3,Nova
2026-01-W01,Mottu Capanema,480,-47.179144,-1.188381,4,Nova
2026-01-W01,Mottu Vitória,405,-40.3129523,-20.3089927,5,Usada
2025-03-W05,Mottu Cancún,107,-86.8215294,21.1768542,2,Usada
2025-05-W10,Mottu Blumenau - Apavel Motos,287,-49.136132,-26.876807,2,Nova
2025-10-W20,Mottu Duque de Caxias - Bino Motors,368,-43.3233591,-22.7865594,1,Semi-nova
2025-08-W17,Mottu Caucaia,458,-38.6156324,-3.7526848,3,Usada
2025-09-W20,Mottu Ilhéus,304,-39.0310408,-14.8334235,4,Nova
2025-06-W13,Mottu Bebedouro,214,-48.4715205,-20.9477937,2,Nova
2025-12-W26,Mottu Itajubá,292,-45.4535953,-22.4299605,3,Nova
2025-12-W26,Mottu Bayeux,384,-34.9156504,-7.122825,12,Nova
2025-12-W26,Mottu Duque de Caxias,469,-43.3044152,-22.7915257,16,Semi-nova
2025-11-W24,Mottu Bayeux,384,-34.9156504,-7.122825,5,Usada
2025-11-W24,Mottu Crato,295,-39.39295449999999,-7.225556,5,Semi-nova
2025-11-W24,Mottu Arcoverde,349,-37.0650067,-8.4311963,3,Nova
2025-08-W18,Mottu Santo Antônio de Jesus,307,-39.2540168,-12.9620456,7,Nova
2025-12-W24,Mottu Edomex Coacalco,499,-99.07681559999999,19.6330446,2,Nova
2026-03-W05,Mottu Alagoinhas,110,-38.4132317,-12.1514227,4,Semi-nova
2026-02-W05,Mottu Poços de Caldas - VMA Motos,298,-46.5944892,-21.7826867,1,Nova
2026-02-W05,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,1,Semi-nova
2024-09-W19,Mottu Itajaí,111,-48.6820452,-26.9133451,1,Usada
2025-04-W07,Mottu Araçatuba,109,-50.4516739,-21.227716,17,Nova
2025-10-W21,Mottu Vila Leopoldina,477,-46.73993820067825,-23.522765519916486,2,Semi-nova
2026-02-W04,Mottu Limeira,96,-47.4157532,-22.5608157,7,Nova
2026-02-W04,Mottu João Câmara,569,-35.8163952,-5.534019,1,Nova
2025-09-W20,Mottu Nova Russas,386,-40.56277350000001,-4.7071879,1,Nova
2025-11-W24,Mottu Crato,295,-39.39295449999999,-7.225556,4,Usada
2025-10-W21,Mottu Campo Largo,233,-49.3918849,-25.4610244,3,Nova
2025-10-W21,Mottu São Félix do Xingú,495,-51.9717026,-6.641552799999999,1,Nova
2025-12-W26,Mottu Cambé,226,-51.2817062,-23.2752394,1,Nova
2025-12-W26,Mottu Itapipoca,357,-39.5764819,-3.4974159,1,Semi-nova
2026-03-W05,Mottu Mauá,177,-46.4473626,-23.6751585,2,Nova
2025-10-W20,Mottu Gravataí,446,-50.9888634,-29.9476818,1,Nova
2026-02-W04,Mottu Luziânia,264,-47.9587554,-16.2579162,1,Usada
2025-05-W09,Mottu Macaé,266,-41.7760882,-22.3816512,3,Nova
2025-10-W21,Mottu Jacobina,352,-40.5161592,-11.1794406,1,Nova
2025-04-W07,Mottu Pindamonhangaba - Master Motos,179,-45.4619807,-22.9352234,4,Nova
2025-04-W07,Mottu Guaratinguetá,276,-45.1847258,-22.7907975,3,Nova
2025-11-W22,Mottu Petrolina,309,-40.5028377,-9.383327,7,Nova
2026-02-W04,Mottu Nova Friburgo,560,-42.5318438,-22.2636786,1,Semi-nova
2026-02-W04,Mottu Macaíba,573,-35.3499042,-5.8605211,2,Nova
2025-11-W24,Mottu Igarapé-Açu,510,-47.6210951,-1.1192477,1,Nova
2026-03-W06,Mottu Nova Iguaçu - PEP Motos,377,-43.4376618,-22.7577747,3,Nova
2026-03-W06,Mottu Porto Seguro,329,-39.0740837587514,-16.4245382185599,3,Nova
2026-03-W06,Mottu Horizonte,580,-38.4933514,-4.0945366,2,Nova
2026-03-W06,Mottu Linhares,258,-40.0475241,-19.3904254,1,Nova
2026-03-W06,Mottu Maracanaú,180,-38.5836855,-3.8404468,2,Semi-nova
2026-03-W06,Mottu Itajaí,111,-48.6820452,-26.9133451,3,Nova
2025-05-W09,Mottu Boituva,120,-47.673517,-23.2856668,2,Nova
2025-04-W07,Mottu Três Lagoas,272,-51.688224,-20.7962452,2,Nova
2025-02-W04,Mottu Sete Lagoas - VS Motos,221,-44.253912,-19.46628,1,Nova
2025-09-W18,Mottu Fernandópolis,334,-50.2524636,-20.2743632,3,Nova
2025-09-W18,Mottu Ipatinga,55,-42.55526374,-19.45593409,3,Nova
2025-09-W19,Mottu Araxá,254,-46.9468508,-19.5892564,1,Nova
2026-02-W03,Mottu Passo Fundo,522,-52.3966083,-28.2532884,5,Nova
2026-02-W03,Mottu Votuporanga,542,-49.9901962,-20.4221749,9,Usada
2026-01-W01,Mottu Mongaguá,323,-46.673477,-24.120386,1,Usada
2026-02-W03,Mottu Lagarto,462,-37.6611946,-10.9297232,5,Nova
2026-02-W03,Mottu Linhares,258,-40.0475241,-19.3904254,2,Usada
2025-07-W16,Mottu Itajaí,111,-48.6820452,-26.9133451,3,Nova
2025-09-W19,Mottu Bertioga,211,-46.0803699171158,-23.8012928109738,1,Nova
2025-05-W09,Mottu Paranaguá - Donizete Motos,232,-48.5420907,-25.546194,3,Nova
2025-11-W22,Mottu Canoas,460,-51.1746266,-29.9403965,2,Nova
2025-11-W22,Mottu Caldas Novas,262,-48.6234711,-17.7452315,1,Semi-nova
2025-11-W22,Mottu Itapipoca,357,-39.5764819,-3.4974159,1,Semi-nova
2026-02-W03,Mottu Navegantes,288,-48.6483847,-26.9015728,4,Nova
2025-08-W18,Mottu Itaquaquecetuba,423,-46.3402494,-23.4665328,1,Nova
2026-02-W03,Mottu CDMX - Lindavista,566,-99.1502343,19.5057952,1,Nova
2025-06-W13,Mottu Campos dos Goytacazes,285,-41.308633,-21.77516,4,Nova
2025-04-W08,Mottu Bauru,175,-49.0480625,-22.335849,1,Usada
2025-11-W23,Mottu Vitória de Santo Antão,250,-35.304595,-8.117414300000002,2,Nova
2025-12-W25,Mottu Cariacica - Vitória Motos,471,-40.3746142,-20.3321949,1,Nova
2025-11-W23,Mottu Niterói,105,-43.0984724,-22.8812095,18,Semi-nova
2025-08-W16,Mottu Pindamonhangaba - Master Motos,179,-45.4619807,-22.9352234,4,Nova
2025-09-W20,Mottu São João da Boa Vista,219,-46.7974798,-21.979199,7,Nova
2025-09-W20,Mottu Presidente Prudente,252,-51.3895305,-22.1344451,12,Nova
2025-09-W20,Mottu Jacarepaguá,248,-43.38651489999999,-22.9596678,5,Usada
2025-07-W14,Mottu Cabo de Santo Agostinho,330,-35.0246031,-8.2865248,7,Nova
2025-12-W26,Mottu Abreu e Lima,328,-34.9024441,-7.9076754,7,Nova
2025-09-W19,Mottu Vila Isabel,225,-43.2561787,-22.9171447,23,Nova
2025-09-W19,Mottu Eunápolis - Careca Motos,301,-39.579884,-16.371348,7,Nova
2025-09-W19,Mottu Santo Antônio de Jesus,307,-39.2540168,-12.9620456,21,Nova
2025-04-W08,Mottu Parnaíba,115,-41.7433568,-2.9196028,13,Nova
2025-07-W15,Mottu Araruama,333,-42.3538979,-22.879673,1,Nova
2025-07-W15,Mottu Belo Jardim,346,-36.4178746,-8.3413148,4,Nova
2026-01-W02,Mottu Guarapuava,517,-51.4709791,-25.3836692,4,Nova
2026-01-W02,Mottu Macaé,266,-41.7760882,-22.3816512,13,Semi-nova
2025-03-W05,Mottu Botucatu - JL Motos,112,-48.4493812,-22.8971671,5,Nova
2025-03-W05,Mottu Betim,220,-44.1933601,-19.9660848,5,Nova
2025-07-W15,Mottu Abaetetuba,282,-48.8715347,-1.7253883,8,Nova
2025-10-W22,Mottu Vila Isabel,225,-43.2561787,-22.9171447,14,Nova
2025-10-W22,Mottu Caraguatatuba,213,-45.4249878,-23.6251264,7,Nova
2026-03-W05,Mottu Bragança Paulista,281,-46.546081,-22.9539627,9,Nova
2026-03-W05,Mottu Alagoinhas,110,-38.4132317,-12.1514227,10,Nova
2026-03-W05,Mottu Poços de Caldas - VMA Motos,298,-46.5944892,-21.7826867,2,Nova
2025-06-W13,Mottu Indaiatuba,99,-47.2252296,-23.1199119,3,Nova
2025-06-W13,Mottu Taubaté,104,-45.5488881,-23.0227473,11,Nova
2025-04-W08,Mottu Divinópolis,174,-44.887042,-20.1475955,5,Nova
2025-10-W20,Mottu Botucatu - JL Motos,112,-48.4493812,-22.8971671,5,Nova
2025-10-W20,Mottu São João de Meriti,314,-43.362295,-22.7817948,18,Nova
2025-10-W21,Mottu Nova Iguaçu,478,-43.4301659,-22.7650319,15,Usada
2025-10-W21,Mottu Moju,502,-48.7653721,-1.8846718,2,Nova
2026-01-W03,Mottu Messejana,402,-38.4827516,-3.8372596,5,Semi-nova
2026-01-W03,Mottu Mogi Mirim,411,-46.9587856,-22.4209682,1,Semi-nova
2025-12-W25,Mottu Campo Grande - RJ,497,-43.5693954,-22.9247959,3,Semi-nova
2026-01-W01,Mottu Santa Maria,455,-53.8158063,-29.7005973,9,Nova
2026-01-W01,Mottu Itapetininga,449,-48.0531441,-23.5924648,12,Nova
2026-01-W01,Mottu Santana de Parnaíba,419,-46.9138118,-23.4442959,1,Nova
2026-01-W01,Mottu Jaboticabal,275,-48.3188887,-21.2595909,5,Nova
2025-07-W14,Mottu Nossa Senhora do Socorro - DS Motos,361,-37.0586032,-10.8563119,5,Nova
2025-10-W22,Mottu Campos dos Goytacazes,285,-41.308633,-21.77516,2,Semi-nova
2026-02-W05,Mottu Itapeva,425,-48.8811563,-23.9879268,1,Semi-nova
2026-02-W05,Mottu Teresópolis,558,-42.9634821,-22.4048931,1,Nova
2026-02-W05,Mottu CDMX Cien Metros,85,-99.1507383881324,19.505780122172116,1,Semi-nova
2025-02-W03,Mottu Ipatinga,55,-42.55526374,-19.45593409,2,Semi-nova
2025-08-W18,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,8,Usada
2025-08-W18,Mottu Guarapari,468,-40.49502074473068,-20.651749889355017,4,Nova
2025-08-W18,Mottu Ananindeua,122,-48.3808784,-1.3471502,18,Nova
2026-01-W02,Mottu Santo Antônio de Jesus,307,-39.2540168,-12.9620456,12,Nova
2026-01-W02,Mottu Cunha,464,-44.9603219,-23.0652726,4,Semi-nova
2026-01-W02,Mottu Jaboticabal,275,-48.3188887,-21.2595909,5,Nova
2026-01-W02,Mottu Crato,295,-39.39295449999999,-7.225556,9,Nova
2026-02-W04,Mottu Messejana,402,-38.4827516,-3.8372596,20,Nova
2026-02-W04,Mottu Capim Grosso,503,-40.5141342,-11.1843632,1,Nova
2025-08-W16,Mottu Petrópolis,315,-43.1333199,-22.4193443,4,Nova
2026-01-W02,Mottu Nossa Senhora do Socorro,507,-37.0738347,-10.8524236,3,Semi-nova
2026-01-W02,Mottu São José de Ribamar,513,-44.15766835212708,-2.5513641091356254,19,Nova
2025-06-W12,Mottu Livramento de Nossa Senhora,345,-41.8419522,-13.652887,2,Nova
2025-11-W23,Mottu Los Reyes,413,-98.97132933139802,19.35118865932061,13,Semi-nova
2025-11-W23,Mottu Duque de Caxias - Bino Motors,368,-43.3233591,-22.7865594,21,Nova
2025-08-W17,Mottu Abaetetuba,282,-48.8715347,-1.7253883,13,Nova
2025-08-W17,Mottu Aparecida de Goiânia,123,-49.2363542,-16.744765,9,Semi-nova
2025-07-W13,Mottu Sobral,74,-40.34562064729332,-3.6994555083990392,4,Nova
2025-07-W13,Mottu Apucarana,230,-51.4514887,-23.5491635,1,Nova
2025-12-W26,Mottu Itabuna,116,-39.2906588,-14.8154373,41,Nova
2025-12-W26,Mottu Presidente Prudente,252,-51.3895305,-22.1344451,6,Semi-nova
2025-12-W26,Mottu Belford Roxo,447,-43.4131456,-22.7417979,8,Nova
2025-10-W20,Mottu Castanhal,365,-47.9371906,-1.2934534,4,Usada
2025-10-W20,Mottu Campos dos Goytacazes,285,-41.308633,-21.77516,1,Usada
2025-10-W20,Mottu Icoaraci,404,-48.4532355,-1.3183456,1,Semi-nova
2026-01-W02,Mottu Vitória de Santo Antão,250,-35.304595,-8.117414300000002,9,Usada
2026-01-W01,Mottu Santa Bárbara - Bizelli Motos,182,-47.3807488,-22.7520308,5,Semi-nova
2026-01-W01,Mottu Bertioga,211,-46.0803699171158,-23.8012928109738,3,Nova
2025-12-W25,Mottu Paranaguá,557,-48.5163377,-25.5267138,14,Semi-nova
2026-02-W04,Mottu Botucatu - JL Motos,112,-48.4493812,-22.8971671,8,Nova
2026-02-W04,Mottu Queimados,563,-43.55701982975006,-22.71967520059187,9,Nova
2026-02-W04,Mottu Cariacica,489,-40.3977994,-20.34272,9,Semi-nova
2026-03-W05,Mottu Valparaíso,310,-47.985497,-16.060733,7,Nova
2026-03-W05,Mottu Itanhaém,325,-46.81312,-24.1917262,2,Nova
2025-08-W16,Mottu Leme,415,-47.3875432,-22.1991483,7,Nova
2026-01-W03,Mottu Sobral,74,-40.34562064729332,-3.6994555083990392,2,Semi-nova
2025-12-W25,Mottu Luís Eduardo Magalhães,350,-45.7943531,-12.0825891,1,Nova
2025-12-W25,Mottu Camboriú,289,-48.6528917,-27.0152109,4,Semi-nova
2026-01-W03,Mottu Embu das Artes,161,-46.8525229,-23.6578385,1,Nova
2025-06-W11,Mottu Ananindeua,122,-48.3808784,-1.3471502,18,Nova
2025-06-W11,Mottu Itanhaém,325,-46.81312,-24.1917262,1,Nova
2025-06-W11,Mottu Camaçari,173,-38.3265349,-12.7028234,17,Nova
2025-03-W07,Mottu Juiz de Fora,95,-43.3359161,-21.7691398,3,Nova
2026-02-W03,Mottu Campo Grande - RJ,497,-43.5693954,-22.9247959,10,Nova
2025-12-W24,Mottu Novo Hamburgo,448,-51.1406986,-29.6857407,2,Nova
2025-08-W16,Mottu Tupã,280,-50.5208817,-21.9286791,5,Nova
2025-06-W12,Mottu Indaiatuba,99,-47.2252296,-23.1199119,3,Nova
2025-11-W23,Mottu Itumbiara,537,-49.2155253,-18.4135423,3,Semi-nova
2025-11-W23,Mottu Dourados,77,-54.80639619999999,-22.2367098,8,Usada
2025-02-W04,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,3,Usada
2025-08-W17,Mottu Taubaté,104,-45.5488881,-23.0227473,6,Nova
2026-01-W01,Mottu Mogi Mirim,411,-46.9587856,-22.4209682,4,Nova
2025-11-W23,Mottu Ipojuca,267,-35.011411,-8.435336,8,Nova
2025-09-W20,Mottu Chapecó - RCC Motos,486,-52.60369739999999,-27.1054578,3,Nova
2025-01-W02,Mottu Suzano,187,-46.3071851,-23.5467218,2,Nova
2026-02-W04,Mottu Sete Lagoas,372,-44.22583350000001,-19.469763,4,Semi-nova
2025-01-W03,Mottu Carapicuíba,205,-46.8290359,-23.5580563,1,Nova
2025-11-W23,Mottu Goiana,327,-34.9951422,-7.5629599,3,Nova
2025-11-W23,Mottu Itajaí,111,-48.6820452,-26.9133451,5,Usada
2025-03-W06,Mottu Assis,231,-50.4260451,-22.6493911,1,Nova
2025-12-W26,Mottu Fernandópolis,334,-50.2524636,-20.2743632,4,Nova
2024-08-W16,Mottu Parnamirim,118,-35.26214050000001,-5.9073262,1,Usada
2025-06-W12,Mottu Itaboraí - Bil Motos,331,-42.8758193,-22.7489642,2,Nova
2025-12-W26,Mottu Euclides da Cunha,450,-39.0167696,-10.5086743,1,Nova
2025-12-W26,Mottu Itumbiara,537,-49.2155253,-18.4135423,4,Nova
2025-12-W26,Mottu Itabuna,116,-39.2906588,-14.8154373,6,Semi-nova
2025-04-W08,Mottu CDMX Cien Metros,85,-99.1507383881324,19.505780122172116,2,Nova
2026-02-W05,Mottu Caldas Novas,262,-48.6234711,-17.7452315,1,Nova
2025-11-W24,Mottu Pelotas,203,-52.3373271,-31.7742644,9,Semi-nova
2025-11-W24,Mottu Campos dos Goytacazes,285,-41.308633,-21.77516,3,Semi-nova
2025-11-W24,Mottu Alagoinhas,110,-38.4132317,-12.1514227,5,Usada
2025-04-W09,Mottu Tailândia,318,-48.9501481458016,-2.95851336005437,1,Nova
2025-08-W18,Mottu Americana - Bicudo Motos,97,-47.3452417,-22.7449354,1,Nova
2025-10-W22,Mottu Araguaína,540,-48.1892369,-7.192984699999999,1,Nova
2025-12-W24,Mottu Rio Claro,186,-47.5632049,-22.3985393,1,Nova
2025-12-W24,Mottu Vitória,405,-40.3129523,-20.3089927,1,Usada
2025-12-W24,Mottu Barueri,406,-46.88737090000001,-23.5376217,1,Nova
2025-11-W23,Mottu Rio Grande,456,-52.1172508,-32.0427411,1,Nova
2026-03-W05,Mottu Castanhal,365,-47.9371906,-1.2934534,6,Usada
2024-09-W19,Mottu Edomex Coacalco,499,-99.07681559999999,19.6330446,1,Usada
2025-10-W22,Mottu Barueri,406,-46.88737090000001,-23.5376217,2,Nova
2025-09-W18,Mottu Maracanaú,180,-38.5836855,-3.8404468,38,Nova
2025-06-W13,Mottu Palhoça,296,-48.6580545,-27.6348873,2,Nova
2025-08-W17,Mottu Boa Viagem,390,-39.7356436,-5.127580099999999,1,Nova
2025-04-W08,Mottu Cancún,107,-86.8215294,21.1768542,1,Outros
2025-05-W09,Mottu Pindamonhangaba,311,-45.4534763,-22.9309286,7,Nova
2026-03-W05,Mottu Mogi Mirim,411,-46.9587856,-22.4209682,1,Nova
2026-03-W05,Mottu Barueri,406,-46.88737090000001,-23.5376217,1,Nova
2025-06-W11,Mottu Eunápolis - Careca Motos,301,-39.579884,-16.371348,1,Nova
2025-10-W21,Mottu São José,305,-48.6250764,-27.5912763,2,Nova
2026-02-W04,Mottu Nossa Senhora do Socorro,507,-37.0738347,-10.8524236,1,Semi-nova
2026-02-W04,Mottu Moju,502,-48.7653721,-1.8846718,2,Nova
2026-02-W04,Mottu Sertãozinho,215,-48.0109954,-21.1358005,1,Nova
2025-05-W11,Mottu Poços de Caldas - VMA Motos,298,-46.5944892,-21.7826867,1,Nova
2025-09-W20,Mottu Valparaíso,310,-47.985497,-16.060733,1,Usada
2025-11-W24,Mottu Cariacica - Vitória Motos,471,-40.3746142,-20.3321949,2,Nova
2025-11-W24,Mottu Brusque,291,-48.8997664,-27.1417414,2,Nova
2025-06-W12,Mottu Bauru,175,-49.0480625,-22.335849,1,Semi-nova
2025-06-W13,Mottu Jataí,263,-51.7195897,-17.8957254,1,Nova
2024-11-W22,Mottu Ipatinga,55,-42.55526374,-19.45593409,1,Usada
2026-02-W04,Mottu Guarapari,468,-40.49502074473068,-20.651749889355017,2,Nova
2025-05-W09,Mottu Passos,117,-46.6271821,-20.7140311,2,Nova
2025-12-W25,Mottu Acaraú,378,-40.1146722,-2.8918474,2,Nova
2025-04-W07,Mottu Campo Largo,233,-49.3918849,-25.4610244,2,Nova
2025-11-W22,Mottu Cascavel,397,-53.4397167,-24.9485626,3,Nova
2025-11-W22,Mottu Gravataí,446,-50.9888634,-29.9476818,2,Nova
2026-03-W06,Mottu Mérida,249,-89.65309320000001,20.9862862,2,Semi-nova
